,Id,Name,NF_Subgroup__c,NF_Group__c,NF_Region__c,NF_Route__c,NF_Stage_Duration__c,StageName,NF_Stage_Change_Count__c,NF_Days_Through_Closing__c,NF_Days_Through_Qualified__c,Amount,NF_Client_Rev_Mil__c,NF_Client_Size_Employee__c,NF_Rev_T24M_Category__c,MainCompetitors__c,NF_Ratio_Identified_To_Total_Days__c,NF_Ratio_Validated_To_Total_Days__c,NF_Ratio_Qualified_To_Total_Days__c,NF_Deal_Size_Category__c
1085,0061N00000VboSmQAJ,7815362,Garage & Car Care,Car Accessories,Pacific,Telesales,46.0,Closed Won,3.0,6.0,6.0,40000.0,1.0,1.0,0.0,None,0.0,0.714286,0.285714,3.0
1086,0061N00000VboSnQAJ,9789675,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,9.0,Closed Won,3.0,2.0,0.0,5622.0,1.0,1.0,1.0,Unknown,0.0,0.15,0.0,1.0
1087,0061N00000VboSoQAJ,6986705,Replacement Parts,Car Accessories,Midwest,Reseller,34.0,Closed Won,8.0,49.0,49.0,305397.0,3.0,3.0,0.0,Unknown,0.075051,0.68357,0.241379,6.0
1088,0061N00000VboSpQAJ,6936886,Garage & Car Care,Car Accessories,Northeast,Reseller,76.0,Closed Won,5.0,5.0,5.0,64279.0,3.0,2.0,0.0,Known,0.074074,0.0,0.907407,4.0
1089,0061N00000VboSqQAJ,7979663,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,16.0,Closed Lost,4.0,31.0,31.0,20000.0,1.0,1.0,0.0,Unknown,0.0,0.299674,0.700326,2.0
1090,0061N00000VboSrQAJ,6673668,Exterior Accessories,Car Accessories,Northwest,Fields Sales,64.0,Closed Lost,3.0,33.0,33.0,100000.0,1.0,4.0,0.0,Unknown,0.0,0.464832,0.535168,5.0
1091,0061N00000VboSsQAJ,6669409,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,41.0,Closed Won,2.0,0.0,0.0,89827.0,3.0,1.0,0.0,Unknown,0.0,0.0,0.0,4.0
1092,0061N00000VboStQAJ,7896487,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,41.0,Closed Won,2.0,9.0,9.0,8250.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
1093,0061N00000VboSuQAJ,6608026,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Fields Sales,90.0,Closed Won,3.0,10.0,10.0,20000.0,4.0,5.0,1.0,Known,0.0,0.051546,0.948454,2.0
1094,0061N00000VboSvQAJ,6827465,Batteries & Accessories,Car Accessories,Southwest,Reseller,48.0,Closed Lost,3.0,42.0,42.0,150000.0,4.0,1.0,0.0,Unknown,0.0,0.002381,0.997619,5.0
1095,0061N00000VboSwQAJ,9521041,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,7.0,Closed Lost,2.0,13.0,13.0,150000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,5.0
1096,0061N00000VboSxQAJ,9829536,Replacement Parts,Car Accessories,Pacific,Fields Sales,5.0,Closed Lost,2.0,5.0,5.0,21000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
1097,0061N00000VboSyQAJ,7247062,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,57.0,Closed Won,3.0,18.0,18.0,108510.0,2.0,3.0,1.0,Known,0.0,0.683616,0.316384,5.0
1098,0061N00000VboSzQAJ,6766807,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,65.0,Closed Lost,2.0,28.0,28.0,50000.0,1.0,5.0,0.0,Unknown,0.0,1.0,0.0,4.0
1099,0061N00000VboT0QAJ,9817698,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,7.0,Closed Won,2.0,4.0,0.0,12454.0,1.0,1.0,2.0,Unknown,0.0,0.0,0.0,2.0
1100,0061N00000VboT1QAJ,8478458,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,14.0,Closed Lost,3.0,15.0,15.0,150000.0,1.0,1.0,0.0,Unknown,0.013605,0.986395,0.0,5.0
1101,0061N00000VboT2QAJ,7746767,Interior Accessories,Car Accessories,Southwest,Reseller,14.0,Closed Lost,4.0,41.0,41.0,80000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,4.0
1102,0061N00000VboT3QAJ,5167288,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,63.0,Closed Lost,5.0,97.0,97.0,400000.0,3.0,2.0,0.0,Unknown,0.050777,0.728497,0.220725,6.0
1103,0061N00000VboT4QAJ,7868049,Exterior Accessories,Car Accessories,Northwest,Fields Sales,44.0,Closed Lost,3.0,6.0,6.0,60241.0,1.0,1.0,0.0,Unknown,0.57377,0.42623,0.0,4.0
1104,0061N00000VboT5QAJ,7622177,Exterior Accessories,Car Accessories,Northeast,Reseller,41.0,Closed Won,3.0,4.0,4.0,20000.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,2.0
1105,0061N00000VboT6QAJ,9534719,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,11.0,Closed Lost,2.0,9.0,9.0,50000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,4.0
1106,0061N00000VboT7QAJ,5748649,Replacement Parts,Car Accessories,Pacific,Fields Sales,111.0,Closed Won,3.0,24.0,20.0,125000.0,1.0,1.0,3.0,Unknown,0.0,0.0,0.819328,5.0
1107,0061N00000VboT8QAJ,7258352,Replacement Parts,Car Accessories,Northeast,Fields Sales,64.0,Closed Lost,2.0,11.0,11.0,200000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,5.0
1108,0061N00000VboT9QAJ,9745300,Replacement Parts,Car Accessories,Midwest,Reseller,10.0,Closed Won,2.0,3.0,3.0,9170.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
1109,0061N00000VboTAQAZ,6770032,Exterior Accessories,Car Accessories,Northwest,Reseller,91.0,Closed Won,3.0,2.0,2.0,15789.0,1.0,1.0,4.0,Unknown,0.0,0.055556,0.944444,2.0
1110,0061N00000VboTBQAZ,6924322,Replacement Parts,Car Accessories,Pacific,Other,80.0,Closed Lost,2.0,7.0,7.0,25000.0,1.0,4.0,0.0,None,0.0,1.0,0.0,3.0
1111,0061N00000VboTCQAZ,7208750,Exterior Accessories,Car Accessories,Southwest,Reseller,72.0,Closed Won,4.0,2.0,2.0,0.0,2.0,1.0,0.0,Known,0.0,0.0,1.0,1.0
1112,0061N00000VboTDQAZ,6710618,Exterior Accessories,Car Accessories,Pacific,Fields Sales,91.0,Closed Won,2.0,4.0,0.0,51000.0,3.0,5.0,0.0,Known,0.0,0.0,0.0,4.0
1113,0061N00000VboTEQAZ,6372839,Replacement Parts,Car Accessories,Pacific,Reseller,24.0,Closed Won,2.0,0.0,0.0,379786.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,6.0
1114,0061N00000VboTFQAZ,7792125,Tires & Wheels,Tires & Wheels,Southeast,Fields Sales,43.0,Closed Won,3.0,2.0,0.0,119141.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,5.0
1115,0061N00000VboTGQAZ,7499296,Garage & Car Care,Car Accessories,Northeast,Fields Sales,61.0,Closed Lost,2.0,3.0,3.0,250000.0,4.0,5.0,0.0,Known,0.0,1.0,0.0,6.0
1116,0061N00000VboTHQAZ,7840101,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,39.0,Closed Lost,2.0,13.0,13.0,200000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,5.0
1117,0061N00000VboTIQAZ,7576130,Garage & Car Care,Car Accessories,Midwest,Reseller,62.0,Closed Won,1.0,0.0,0.0,4478.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
1118,0061N00000VboTJQAZ,7847776,Replacement Parts,Car Accessories,Southwest,Reseller,33.0,Closed Lost,2.0,19.0,19.0,6000.0,1.0,1.0,0.0,Unknown,0.0,0.0,1.0,1.0
1119,0061N00000VboTKQAZ,5980788,Garage & Car Care,Car Accessories,Midwest,Reseller,24.0,Closed Won,5.0,5.0,5.0,3000.0,4.0,5.0,0.0,Known,0.0,0.688889,0.311111,1.0
1120,0061N00000VboTLQAZ,6760128,Garage & Car Care,Car Accessories,Northwest,Reseller,73.0,Closed Won,2.0,21.0,21.0,5289.0,2.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
1121,0061N00000VboTMQAZ,8261344,Replacement Parts,Car Accessories,Southeast,Reseller,35.0,Closed Won,2.0,3.0,3.0,10000.0,1.0,1.0,0.0,Unknown,0.0,0.0,1.0,2.0
1122,0061N00000VboTNQAZ,7953195,Batteries & Accessories,Car Accessories,Pacific,Reseller,18.0,Closed Lost,2.0,30.0,30.0,29762.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
1123,0061N00000VboTOQAZ,6892676,Garage & Car Care,Car Accessories,Mid-Atlantic,Fields Sales,83.0,Closed Lost,3.0,5.0,5.0,267120.0,1.0,1.0,0.0,Known,0.0,0.086957,0.913043,6.0
1124,0061N00000VboTPQAZ,8187009,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,20.0,Closed Lost,4.0,3.0,3.0,20000.0,1.0,1.0,0.0,Unknown,0.758621,0.241379,0.0,2.0
1125,0061N00000VboTQQAZ,6882691,Shelters & RV,Performance & Non-auto,Southwest,Reseller,83.0,Closed Lost,2.0,5.0,5.0,15000.0,1.0,5.0,0.0,Unknown,0.0,1.0,0.0,2.0
1126,0061N00000VboTRQAZ,9919137,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Fields Sales,0.0,Closed Won,2.0,6.0,6.0,40000.0,1.0,1.0,1.0,Unknown,0.0,1.0,0.0,3.0
1127,0061N00000VboTSQAZ,9833500,Performance Parts,Performance & Non-auto,Mid-Atlantic,Fields Sales,9.0,Closed Won,3.0,1.0,0.0,25000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.8,3.0
1128,0061N00000VboTTQAZ,7808310,Exterior Accessories,Car Accessories,Midwest,Fields Sales,19.0,Closed Won,3.0,34.0,34.0,0.0,1.0,1.0,4.0,Unknown,0.330383,0.669617,0.0,1.0
1129,0061N00000VboTUQAZ,8194231,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,5.0,Closed Lost,2.0,35.0,35.0,210000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,5.0
1130,0061N00000VboTVQAZ,7109672,Garage & Car Care,Car Accessories,Midwest,Reseller,80.0,Closed Won,1.0,0.0,0.0,101844.0,3.0,5.0,0.0,Unknown,0.0,0.0,0.0,5.0
1131,0061N00000VboTWQAZ,7157655,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,68.0,Closed Won,4.0,10.0,10.0,5616.0,3.0,4.0,2.0,Known,0.520408,0.479592,0.0,1.0
1132,0061N00000VboTXQAZ,8378435,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,5.0,Closed Lost,4.0,28.0,28.0,145013.0,1.0,1.0,0.0,None,0.597865,0.402135,0.0,5.0
1133,0061N00000VboTYQAZ,6416672,Replacement Parts,Car Accessories,Midwest,Reseller,98.0,Closed Won,2.0,10.0,10.0,16000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
1134,0061N00000VboTZQAZ,6874462,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,88.0,Closed Lost,2.0,0.0,0.0,9000.0,5.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
1135,0061N00000VboTaQAJ,9546128,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,10.0,Closed Won,4.0,9.0,9.0,2684.0,1.0,1.0,0.0,Unknown,0.0,0.924731,0.064516,1.0
1136,0061N00000VboTbQAJ,8405065,Batteries & Accessories,Car Accessories,Northwest,Reseller,13.0,Closed Lost,3.0,19.0,19.0,100053.0,1.0,1.0,0.0,None,0.492228,0.0,0.507772,5.0
1137,0061N00000VboTcQAJ,9638655,Interior Accessories,Car Accessories,Pacific,Fields Sales,11.0,Closed Lost,2.0,6.0,6.0,155014.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,5.0
1138,0061N00000VboTdQAJ,7102293,Exterior Accessories,Car Accessories,Pacific,Fields Sales,64.0,Closed Lost,3.0,17.0,17.0,50000.0,1.0,1.0,0.0,Known,0.359281,0.640719,0.0,4.0
1139,0061N00000VboTeQAJ,8104551,Exterior Accessories,Car Accessories,Northwest,Reseller,37.0,Closed Won,3.0,6.0,6.0,197368.0,1.0,1.0,2.0,Unknown,0.0,0.016129,0.983871,5.0
1140,0061N00000VboTfQAJ,8191302,Garage & Car Care,Car Accessories,Mid-Atlantic,Fields Sales,34.0,Closed Lost,3.0,6.0,6.0,0.0,1.0,1.0,0.0,Known,0.0,0.327869,0.672131,1.0
1141,0061N00000VboTgQAJ,7188347,Interior Accessories,Car Accessories,Pacific,Telecoverage,63.0,Closed Lost,4.0,14.0,14.0,50000.0,1.0,5.0,0.0,Unknown,0.842857,0.157143,0.0,4.0
1142,0061N00000VboThQAJ,6948915,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,84.0,Closed Lost,2.0,2.0,2.0,100000.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,5.0
1143,0061N00000VboTiQAJ,1692390,Shelters & RV,Performance & Non-auto,Pacific,Reseller,89.0,Closed Lost,3.0,114.0,0.0,232522.0,5.0,1.0,0.0,Unknown,0.0,0.000877,0.0,5.0
1144,0061N00000VboTjQAJ,8270516,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,20.0,Closed Lost,3.0,17.0,17.0,139534.0,1.0,1.0,0.0,Unknown,0.0,0.005747,0.994253,5.0
1145,0061N00000VboTkQAJ,7835492,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,47.0,Closed Won,2.0,4.0,4.0,3800.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,1.0
1146,0061N00000VboTlQAJ,8375811,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,27.0,Closed Won,2.0,7.0,7.0,6732.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
1147,0061N00000VboTmQAJ,6741259,Garage & Car Care,Car Accessories,Midwest,Reseller,94.0,Closed Won,1.0,0.0,0.0,25000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,3.0
1148,0061N00000VboTnQAJ,7507246,Motorcycle Parts,Performance & Non-auto,Northwest,Fields Sales,56.0,Closed Lost,2.0,8.0,8.0,11627.0,3.0,3.0,0.0,Unknown,1.0,0.0,0.0,2.0
1149,0061N00000VboToQAJ,7608474,Shelters & RV,Performance & Non-auto,Northeast,Reseller,26.0,Closed Lost,4.0,11.0,11.0,10000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
1150,0061N00000VboTpQAJ,8327723,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,29.0,Closed Lost,2.0,6.0,6.0,100000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,5.0
1151,0061N00000VboTqQAJ,9468639,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,20.0,Closed Won,2.0,3.0,3.0,45962.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
1152,0061N00000VboTrQAJ,7686983,Shelters & RV,Performance & Non-auto,Northwest,Reseller,31.0,Closed Lost,4.0,26.0,24.0,481927.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.931034,6.0
1153,0061N00000VboTsQAJ,6514654,Garage & Car Care,Car Accessories,Midwest,Reseller,67.0,Closed Lost,4.0,33.0,33.0,4620.0,2.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
1154,0061N00000VboTtQAJ,8345617,Shelters & RV,Performance & Non-auto,Pacific,Reseller,13.0,Closed Won,5.0,21.0,21.0,77507.0,1.0,1.0,0.0,Unknown,0.0,0.009479,0.990521,4.0
1155,0061N00000VboTuQAJ,5786799,Motorcycle Parts,Performance & Non-auto,Southwest,Reseller,62.0,Closed Lost,6.0,71.0,71.0,35000.0,1.0,1.0,0.0,Unknown,0.0,0.635461,0.364539,3.0
1156,0061N00000VboTvQAJ,9524626,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,2.0,Closed Lost,2.0,18.0,18.0,55000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,4.0
1157,0061N00000VboTwQAJ,8096852,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,37.0,Closed Won,2.0,7.0,7.0,145016.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,5.0
1158,0061N00000VboTxQAJ,7435336,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,65.0,Closed Lost,2.0,2.0,2.0,1162.0,5.0,3.0,0.0,Unknown,1.0,0.0,0.0,1.0
1159,0061N00000VboTyQAJ,6883082,Garage & Car Care,Car Accessories,Midwest,Reseller,72.0,Closed Won,2.0,16.0,16.0,10000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
1160,0061N00000VboTzQAJ,6570174,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,89.0,Closed Lost,3.0,12.0,12.0,100000.0,4.0,4.0,0.0,Known,0.060345,0.939655,0.0,5.0
1161,0061N00000VboU0QAJ,6905044,Shelters & RV,Performance & Non-auto,Pacific,Reseller,51.0,Closed Lost,7.0,21.0,21.0,0.0,1.0,1.0,0.0,Unknown,0.009662,0.990338,0.0,1.0
1162,0061N00000VboU1QAJ,5694162,Performance Parts,Performance & Non-auto,Northwest,Reseller,88.0,Closed Lost,5.0,47.0,47.0,30263.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,3.0
1163,0061N00000VboU2QAJ,6892347,Garage & Car Care,Car Accessories,Southeast,Fields Sales,54.0,Closed Lost,5.0,34.0,34.0,132000.0,2.0,1.0,0.0,Known,0.287834,0.712166,0.0,5.0
1164,0061N00000VboU3QAJ,8223785,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,7.0,Closed Lost,5.0,20.0,20.0,41000.0,1.0,1.0,0.0,Known,0.0,0.0,1.0,3.0
1165,0061N00000VboU4QAJ,9600206,Interior Accessories,Car Accessories,Pacific,Fields Sales,4.0,Closed Won,4.0,8.0,6.0,59680.0,1.0,1.0,1.0,Unknown,0.0,0.0,0.805195,4.0
1166,0061N00000VboU5QAJ,8043732,Shelters & RV,Performance & Non-auto,Pacific,Reseller,27.0,Closed Lost,2.0,18.0,18.0,62005.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,4.0
1167,0061N00000VboU6QAJ,6137295,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,91.0,Closed Lost,2.0,27.0,27.0,60240.0,4.0,5.0,0.0,Unknown,1.0,0.0,0.0,4.0
1168,0061N00000VboU7QAJ,6823605,Exterior Accessories,Car Accessories,Northwest,Reseller,84.0,Closed Won,3.0,6.0,6.0,0.0,5.0,3.0,0.0,Unknown,0.0,0.015625,0.984375,1.0
1169,0061N00000VboU8QAJ,9536203,Batteries & Accessories,Car Accessories,Mid-Atlantic,Reseller,1.0,Closed Lost,2.0,19.0,19.0,20000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
1170,0061N00000VboU9QAJ,7835336,Batteries & Accessories,Car Accessories,Southwest,Reseller,27.0,Closed Lost,2.0,24.0,24.0,60000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,4.0
1171,0061N00000VboUAQAZ,6127264,Motorcycle Parts,Performance & Non-auto,Northeast,Other,83.0,Closed Won,2.0,0.0,0.0,20000.0,2.0,1.0,0.0,None,0.0,0.0,0.0,2.0
1172,0061N00000VboUBQAZ,9694191,Exterior Accessories,Car Accessories,Midwest,Telesales,7.0,Closed Won,4.0,4.0,4.0,30983.0,1.0,1.0,0.0,Unknown,0.0,0.358974,0.641026,3.0
1173,0061N00000VboUCQAZ,7444634,Garage & Car Care,Car Accessories,Southwest,Reseller,45.0,Closed Won,2.0,22.0,22.0,0.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,1.0
1174,0061N00000VboUDQAZ,7864541,Batteries & Accessories,Car Accessories,Pacific,Telesales,22.0,Closed Won,4.0,5.0,5.0,146000.0,1.0,1.0,2.0,None,0.0,0.020833,0.979167,5.0
1175,0061N00000VboUEQAZ,7003736,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,65.0,Closed Lost,2.0,19.0,19.0,19000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,2.0
1176,0061N00000VboUFQAZ,6590616,Batteries & Accessories,Car Accessories,Southwest,Reseller,83.0,Closed Won,5.0,12.0,12.0,54924.0,3.0,3.0,2.0,Unknown,0.0,0.0,0.991453,4.0
1177,0061N00000VboUGQAZ,7545700,Interior Accessories,Car Accessories,Pacific,Other,48.0,Closed Lost,3.0,15.0,15.0,125000.0,1.0,1.0,0.0,Unknown,0.643836,0.356164,0.0,5.0
1178,0061N00000VboUHQAZ,7910219,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Fields Sales,26.0,Closed Lost,3.0,23.0,23.0,110000.0,1.0,1.0,0.0,Unknown,0.286325,0.713675,0.0,5.0
1179,0061N00000VboUIQAZ,9904877,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,7.0,Closed Won,1.0,0.0,0.0,3891.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
1180,0061N00000VboUJQAZ,9841717,Garage & Car Care,Car Accessories,Midwest,Reseller,0.0,Closed Lost,2.0,9.0,9.0,25000.0,1.0,1.0,0.0,Unknown,1.0,0.0,0.0,3.0
1181,0061N00000VboUKQAZ,8138583,Exterior Accessories,Car Accessories,Southeast,Telesales,28.0,Closed Lost,3.0,14.0,14.0,100000.0,1.0,1.0,0.0,Unknown,0.057554,0.942446,0.0,5.0
1182,0061N00000VboULQAZ,7377739,Garage & Car Care,Car Accessories,Midwest,Reseller,70.0,Closed Won,1.0,0.0,0.0,176600.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,5.0
1183,0061N00000VboUMQAZ,7150985,Performance Parts,Performance & Non-auto,Midwest,Reseller,58.0,Closed Lost,2.0,20.0,20.0,50000.0,3.0,3.0,0.0,Unknown,0.0,1.0,0.0,4.0
1184,0061N00000VboUNQAZ,6751714,Exterior Accessories,Car Accessories,Midwest,Reseller,93.0,Closed Won,2.0,0.0,0.0,4000.0,1.0,1.0,0.0,Unknown,0.0,0.0,1.0,1.0
1185,0061N00000VboUOQAZ,8245006,Exterior Accessories,Car Accessories,Mid-Atlantic,Other,29.0,Closed Lost,3.0,9.0,9.0,70000.0,1.0,1.0,0.0,Known,0.0,0.544444,0.455556,4.0
1186,0061N00000VboUPQAZ,8152800,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,39.0,Closed Won,2.0,2.0,2.0,6744.0,1.0,1.0,1.0,Unknown,0.0,1.0,0.0,1.0
1187,0061N00000VboUQQAZ,7812303,Exterior Accessories,Car Accessories,Midwest,Reseller,42.0,Closed Won,3.0,10.0,10.0,5000.0,1.0,1.0,0.0,Unknown,0.0,0.454545,0.545455,1.0
1188,0061N00000VboURQAZ,6965515,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,57.0,Closed Lost,3.0,28.0,28.0,140000.0,4.0,4.0,0.0,Known,0.0,0.405694,0.594306,5.0
1189,0061N00000VboUSQAZ,7876070,Garage & Car Care,Car Accessories,Southeast,Reseller,37.0,Closed Won,3.0,13.0,13.0,11000.0,1.0,1.0,0.0,Unknown,0.067669,0.932331,0.0,2.0
1190,0061N00000VboUTQAZ,7755602,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,36.0,Closed Won,4.0,18.0,16.0,50000.0,1.0,1.0,0.0,None,0.0,0.752747,0.131868,4.0
1191,0061N00000VboUUQAZ,7333379,Towing & Hitches,Car Accessories,Mid-Atlantic,Reseller,58.0,Closed Lost,5.0,13.0,13.0,15000.0,1.0,1.0,0.0,Unknown,0.083969,0.916031,0.0,2.0
1192,0061N00000VboUVQAZ,8027035,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,37.0,Closed Lost,2.0,9.0,9.0,67885.0,1.0,1.0,0.0,None,0.0,1.0,0.0,4.0
1193,0061N00000VboUWQAZ,9841719,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,0.0,Closed Lost,2.0,9.0,9.0,80000.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,4.0
1194,0061N00000VboUXQAZ,8054764,Garage & Car Care,Car Accessories,Midwest,Reseller,27.0,Closed Lost,2.0,18.0,18.0,45000.0,1.0,1.0,0.0,None,0.0,1.0,0.0,3.0
1195,0061N00000VboUYQAZ,6948975,Tires & Wheels,Tires & Wheels,Midwest,Fields Sales,73.0,Closed Lost,3.0,10.0,10.0,150000.0,1.0,5.0,0.0,Known,0.0,1.0,0.0,5.0
1196,0061N00000VboUZQAZ,6932864,Garage & Car Care,Car Accessories,Midwest,Fields Sales,83.0,Closed Lost,2.0,3.0,3.0,50000.0,5.0,4.0,0.0,Unknown,0.0,1.0,0.0,4.0
1197,0061N00000VboUaQAJ,6701431,Shelters & RV,Performance & Non-auto,Northeast,Reseller,96.0,Closed Won,1.0,0.0,0.0,47000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,3.0
1198,0061N00000VboUbQAJ,6848970,Replacement Parts,Car Accessories,Midwest,Fields Sales,81.0,Closed Won,2.0,9.0,9.0,31000.0,1.0,1.0,4.0,None,1.0,0.0,0.0,3.0
1199,0061N00000VboUcQAJ,9620596,Exterior Accessories,Car Accessories,Midwest,Fields Sales,5.0,Closed Won,2.0,12.0,12.0,153374.0,1.0,1.0,2.0,Unknown,0.0,0.0,1.0,5.0
1200,0061N00000Vbo4pQAB,7313518,Batteries & Accessories,Car Accessories,Pacific,Reseller,71.0,Closed Won,2.0,1.0,1.0,2500.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,1.0
1201,0061N00000Vbo4qQAB,8269685,Garage & Car Care,Car Accessories,Midwest,Reseller,37.0,Closed Won,2.0,1.0,1.0,86560.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,4.0
1202,0061N00000Vbo4rQAB,7997526,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,38.0,Closed Won,2.0,9.0,9.0,346360.0,1.0,1.0,4.0,Unknown,0.0,0.0,1.0,6.0
1203,0061N00000Vbo4sQAB,7188806,Garage & Car Care,Car Accessories,Southeast,Fields Sales,67.0,Closed Lost,2.0,10.0,10.0,200000.0,1.0,1.0,0.0,Known,0.0,1.0,0.0,5.0
1204,0061N00000Vbo4tQAB,6737022,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,70.0,Closed Lost,2.0,24.0,24.0,25002.0,1.0,1.0,0.0,Unknown,0.0,1.0,0.0,3.0
1205,0061N00000Vbo4uQAB,7609082,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,60.0,Closed Lost,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,1.0
1206,0061N00000Vbo4vQAB,10089962,Batteries & Accessories,Car Accessories,Northwest,Reseller,0.0,Closed Won,1.0,0.0,0.0,72289.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.0,4.0
1207,0061N00000Vbo4wQAB,7807939,Performance Parts,Performance & Non-auto,Northwest,Fields Sales,33.0,Closed Won,3.0,20.0,3.0,30000.0,1.0,1.0,0.0,Unknown,0.0,0.0,0.170854,3.0
1208,0061N00000Vbo4xQAB,8532020,Exterior Accessories,Car Accessories,Pacific,Reseller,21.0,Closed Won,3.0,6.0,6.0,94558.0,1.0,1.0,0.0,Unknown,0.0,0.409836,0.590164,4.0
