,Id,Name,NF_Stage_Duration__c,StageName,NF_Stage_Change_Count__c,NF_Days_Through_Closing__c,NF_Days_Through_Qualified__c,Amount,NF_Client_Rev_Mil__c,NF_Client_Size_Employee__c,NF_Rev_T24M_Category__c,NF_Ratio_Identified_To_Total_Days__c,NF_Ratio_Validated_To_Total_Days__c,NF_Ratio_Qualified_To_Total_Days__c,NF_Deal_Size_Category__c,NF_Subgroup__c_Batteries & Accessories,NF_Subgroup__c_Car Electronics,NF_Subgroup__c_Exterior Accessories,NF_Subgroup__c_Garage & Car Care,NF_Subgroup__c_Interior Accessories,NF_Subgroup__c_Motorcycle Parts,NF_Subgroup__c_Performance Parts,NF_Subgroup__c_Replacement Parts,NF_Subgroup__c_Shelters & RV,NF_Subgroup__c_Tires & Wheels,NF_Subgroup__c_Towing & Hitches,NF_Group__c_Car Accessories,NF_Group__c_Car Electronics,NF_Group__c_Performance & Non-auto,NF_Group__c_Tires & Wheels,NF_Region__c_Mid-Atlantic,NF_Region__c_Midwest,NF_Region__c_Northeast,NF_Region__c_Northwest,NF_Region__c_Pacific,NF_Region__c_Southeast,NF_Region__c_Southwest,NF_Route__c_Fields Sales,NF_Route__c_Other,NF_Route__c_Reseller,NF_Route__c_Telecoverage,NF_Route__c_Telesales,MainCompetitors__c_Known,MainCompetitors__c_None,MainCompetitors__c_Unknown
1485,0061N00000VboFsQAJ,7626629,0.0952380952381,1.0,0.5625,0.234972677596,0.234972677596,0.0275,0.0,0.0,0.0,0.0,0.407014573733,0.402359624415,0.333333333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1486,0061N00000VboFtQAJ,7187789,0.547619047619,0.0,0.0625,0.0437158469945,0.0437158469945,0.025,1.0,0.75,0.0,0.0,0.69314718056,0.0,0.333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1487,0061N00000VboFuQAJ,8047315,0.293650793651,1.0,0.0625,0.0437158469945,0.0437158469945,0.09,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1488,0061N00000VboFvQAJ,9510430,0.166666666667,1.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1489,0061N00000VboFwQAJ,9568352,0.119047619048,1.0,0.0625,0.0109289617486,0.0109289617486,0.098925,0.0,0.0,0.5,0.0,0.69314718056,0.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1490,0061N00000VboFxQAJ,6927176,0.68253968254,0.0,0.0625,0.0,0.0,0.011627,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1491,0061N00000VboFyQAJ,7580608,0.373015873016,0.0,0.125,0.0765027322404,0.0765027322404,0.08,0.0,0.0,0.0,0.0,0.137021669516,0.616885274972,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1492,0061N00000VboFzQAJ,7313157,0.380952380952,0.0,0.1875,0.131147540984,0.131147540984,0.12,0.0,0.0,0.0,0.22817328099,0.122440616711,0.478371644541,0.666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1493,0061N00000VboG0QAJ,9626361,0.126984126984,1.0,0.0,0.0,0.0,0.002932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1494,0061N00000VboG1QAJ,6871045,0.357142857143,1.0,0.125,0.0819672131148,0.0819672131148,0.024,0.75,0.5,0.5,0.0,0.0,0.69314718056,0.166666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1495,0061N00000VboG2QAJ,7843092,0.349206349206,0.0,0.0625,0.0437158469945,0.0437158469945,0.046504,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.333333333333,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1496,0061N00000VboG3QAJ,8126171,0.0238095238095,0.0,0.0625,0.213114754098,0.213114754098,0.031002,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1497,0061N00000VboG4QAJ,8537119,0.0714285714286,0.0,0.0625,0.0983606557377,0.0983606557377,0.009,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1498,0061N00000VboG5QAJ,7478636,0.47619047619,1.0,0.1875,0.0109289617486,0.0109289617486,0.09,0.5,0.25,0.5,0.0,0.322773116401,0.481838322187,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1499,0061N00000VboG6QAJ,7172603,0.380952380952,0.0,0.375,0.16393442623,0.16393442623,0.05,0.5,0.75,0.0,0.367464130775,0.408849375011,0.0495965056554,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1500,0061N00000VboG7QAJ,9969282,0.031746031746,1.0,0.0625,0.00546448087432,0.00546448087432,0.001,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1501,0061N00000VboG8QAJ,7113194,0.634920634921,1.0,0.0,0.0,0.0,0.116261,1.0,0.0,0.75,0.0,0.0,0.0,0.666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1502,0061N00000VboG9QAJ,5404143,0.18253968254,1.0,0.125,0.180327868852,0.180327868852,0.00775,1.0,0.25,0.0,0.69314718056,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1503,0061N00000VboGAQAZ,7315643,0.373015873016,1.0,0.125,0.136612021858,0.0,0.010409,0.0,0.0,0.25,0.0,0.0120244160743,0.0,0.166666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1504,0061N00000VboGBQAZ,7768495,0.293650793651,1.0,0.25,0.0546448087432,0.0327868852459,0.028,0.0,0.0,0.0,0.0,0.279839146959,0.223143551314,0.333333333333,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1505,0061N00000VboGCQAZ,7506652,0.507936507937,1.0,0.0625,0.0,0.0,0.004,0.0,0.0,0.75,0.0,0.0,0.69314718056,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1506,0061N00000VboGDQAZ,9673878,0.0873015873016,1.0,0.1875,0.0218579234973,0.016393442623,0.075,0.0,0.0,0.0,0.0,0.133531267625,0.481838322187,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1507,0061N00000VboGEQAZ,7630716,0.404761904762,0.0,0.125,0.0491803278689,0.0491803278689,0.1,0.0,0.0,0.0,0.648195838675,0.0842602628097,0.0,0.666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1508,0061N00000VboGFQAZ,7517298,0.126984126984,0.0,0.3125,0.234972677596,0.234972677596,0.08,0.0,0.0,0.0,0.139660198069,0.366462984396,0.341810818145,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1509,0061N00000VboGGQAZ,7298596,0.357142857143,1.0,0.1875,0.00546448087432,0.00546448087432,0.110429,0.0,0.75,0.0,0.0,0.0,0.69314718056,0.666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1510,0061N00000VboGHQAZ,9746261,0.0,0.0,0.0625,0.0710382513661,0.0710382513661,0.11,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1511,0061N00000VboGIQAZ,7309457,0.452380952381,0.0,0.0625,0.0874316939891,0.0874316939891,0.100001,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1512,0061N00000VboGJQAZ,7979309,0.365079365079,1.0,0.0625,0.00546448087432,0.00546448087432,0.24,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1513,0061N00000VboGKQAZ,8470370,0.15873015873,0.0,0.0625,0.0491803278689,0.0491803278689,0.432,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.833333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1514,0061N00000VboGLQAZ,9906649,0.0555555555556,1.0,0.0,0.0,0.0,0.109536,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1515,0061N00000VboGMQAZ,9404803,0.142857142857,0.0,0.0625,0.0382513661202,0.0382513661202,0.1,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.666666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1516,0061N00000VboGNQAZ,7054924,0.634920634921,1.0,0.0625,0.0109289617486,0.0109289617486,0.006,0.0,0.0,0.25,0.0,0.69314718056,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1517,0061N00000VboGOQAZ,7879660,0.134920634921,0.0,0.125,0.180327868852,0.180327868852,0.155014,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.666666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1518,0061N00000VboGPQAZ,7683303,0.436507936508,1.0,0.0625,0.0109289617486,0.0109289617486,0.02,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1519,0061N00000VboGQQAZ,7678483,0.436507936508,0.0,0.0625,0.016393442623,0.016393442623,0.310029,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.833333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1520,0061N00000VboGRQAZ,6741332,0.515873015873,0.0,0.0625,0.158469945355,0.158469945355,0.02,0.5,1.0,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1521,0061N00000VboGSQAZ,6655815,0.18253968254,1.0,0.0625,0.0,0.0,0.202932,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1522,0061N00000VboGTQAZ,8116194,0.301587301587,0.0,0.0625,0.0273224043716,0.0273224043716,0.06,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1523,0061N00000VboGUQAZ,6847951,0.698412698413,1.0,0.125,0.00546448087432,0.00546448087432,0.26,0.0,1.0,0.5,0.0,0.133531267625,0.619039285329,0.833333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1524,0061N00000VboGVQAZ,7622390,0.0714285714286,1.0,0.125,0.147540983607,0.147540983607,0.310029,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.833333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1525,0061N00000VboGWQAZ,7630627,0.436507936508,1.0,0.125,0.0273224043716,0.0,0.044562,0.0,0.0,0.25,0.0,0.0198026272962,0.0,0.333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1526,0061N00000VboGXQAZ,8096494,0.333333333333,1.0,0.0625,0.00546448087432,0.00546448087432,0.007236,0.0,0.0,0.25,0.0,0.0,0.69314718056,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1527,0061N00000VboGYQAZ,9679598,0.0555555555556,1.0,0.25,0.0382513661202,0.0327868852459,0.021,0.0,0.0,0.0,0.0,0.32090744557,0.311055522647,0.166666666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1528,0061N00000VboGZQAZ,6137645,0.492063492063,0.0,0.1875,0.311475409836,0.311475409836,0.05,0.0,0.0,0.0,0.00176244597926,0.157922984303,0.602762848821,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1529,0061N00000VboGaQAJ,6982822,0.507936507937,1.0,0.1875,0.109289617486,0.109289617486,0.54,0.0,0.0,1.0,0.0984398228132,0.0,0.640037500701,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1530,0061N00000VboGbQAJ,6827657,0.365079365079,1.0,0.25,0.191256830601,0.191256830601,0.04,1.0,0.0,1.0,0.0169495415071,0.544442394896,0.230523452729,0.333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1531,0061N00000VboGcQAJ,9614819,0.0714285714286,1.0,0.1875,0.0218579234973,0.0218579234973,0.042,0.0,0.0,0.0,0.0,0.505935888472,0.293760809437,0.333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1532,0061N00000VboGdQAJ,6280724,0.626984126984,0.0,0.125,0.185792349727,0.185792349727,0.13,0.25,0.25,0.0,0.239040522239,0.548104067319,0.0,0.666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1533,0061N00000VboGeQAJ,9657029,0.119047619048,1.0,0.0625,0.0,0.0,0.003724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1534,0061N00000VboGfQAJ,6076808,0.412698412698,1.0,0.3125,0.333333333333,0.333333333333,0.012719,0.0,0.0,0.25,0.171590854864,0.0,0.594877024345,0.166666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1535,0061N00000VboGgQAJ,7109609,0.595238095238,1.0,0.125,0.0273224043716,0.0273224043716,0.0,0.0,0.0,1.0,0.0,0.0202025473175,0.682890762867,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1536,0061N00000VboGhQAJ,9877754,0.047619047619,0.0,0.0625,0.0109289617486,0.0109289617486,0.025,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1537,0061N00000VboGiQAJ,7451593,0.31746031746,1.0,0.25,0.0655737704918,0.0655737704918,0.033,0.0,0.5,0.5,0.391595366389,0.408215987634,0.0,0.333333333333,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1538,0061N00000VboGjQAJ,7296060,0.555555555556,1.0,0.125,0.016393442623,0.016393442623,0.018825,0.25,0.25,0.0,0.0,0.0,0.630626888095,0.166666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1539,0061N00000VboGkQAJ,7473453,0.507936507937,1.0,0.125,0.0109289617486,0.0,0.008,0.5,0.5,0.0,0.0,0.0571588582843,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1540,0061N00000VboGlQAJ,6576456,0.714285714286,1.0,0.0625,0.0601092896175,0.0601092896175,0.01,0.0,0.5,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1541,0061N00000VboGmQAJ,7377780,0.555555555556,1.0,0.0,0.0,0.0,0.0196,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1542,0061N00000VboGnQAJ,6587205,0.579365079365,1.0,0.1875,0.109289617486,0.109289617486,0.01,0.0,0.25,0.0,0.0,0.00496266557975,0.690656581592,0.166666666667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1543,0061N00000VboGoQAJ,6569510,0.52380952381,1.0,0.125,0.00546448087432,0.00546448087432,0.0014,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1544,0061N00000VboGpQAJ,6922810,0.68253968254,0.0,0.0625,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1545,0061N00000VboGqQAJ,7844225,0.253968253968,0.0,0.0625,0.103825136612,0.103825136612,0.025,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1546,0061N00000VboGrQAJ,5917349,0.563492063492,1.0,0.1875,0.306010928962,0.306010928962,0.395,0.5,0.25,0.5,0.0588404428801,0.0453040948846,0.638188228483,0.833333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1547,0061N00000VboGsQAJ,9980651,0.015873015873,1.0,0.125,0.0109289617486,0.0109289617486,0.013,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.166666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1548,0061N00000VboGtQAJ,8208255,0.198412698413,0.0,0.0625,0.0819672131148,0.0819672131148,0.07,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1549,0061N00000VboGuQAJ,9543942,0.111111111111,0.0,0.125,0.0327868852459,0.0327868852459,0.177914,0.0,0.0,0.0,0.0,0.266268172753,0.527632592082,0.666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1550,0061N00000VboGvQAJ,8433556,0.126984126984,0.0,0.125,0.0819672131148,0.0819672131148,0.08,0.0,0.0,0.0,0.0662492445155,0.658300527244,0.0,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1551,0061N00000VboGwQAJ,8194740,0.222222222222,1.0,0.25,0.0491803278689,0.0,0.008,0.0,0.0,0.0,0.0,0.033901785009,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1552,0061N00000VboGxQAJ,7430605,0.460317460317,0.0,0.0625,0.0491803278689,0.0491803278689,0.004601,0.75,0.25,0.0,0.69314718056,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1553,0061N00000VboGyQAJ,7524734,0.420634920635,1.0,0.25,0.0382513661202,0.0382513661202,0.1,0.0,0.0,0.0,0.0397407702079,0.217723288193,0.54012186727,0.666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1554,0061N00000VboGzQAJ,7129985,0.357142857143,1.0,0.125,0.0327868852459,0.0327868852459,0.211824,0.0,0.0,0.25,0.0,0.0,0.69314718056,0.666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1555,0061N00000VboH0QAJ,9966373,0.031746031746,0.0,0.0625,0.00546448087432,0.00546448087432,0.049,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.333333333333,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1556,0061N00000VboH1QAJ,6990965,0.619047619048,1.0,0.1875,0.0382513661202,0.0382513661202,0.022477,0.0,0.0,0.0,0.0152678509186,0.440733147936,0.358212061967,0.166666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1557,0061N00000VboH2QAJ,9475827,0.119047619048,0.0,0.0625,0.0382513661202,0.0382513661202,0.1,0.0,0.0,0.75,0.69314718056,0.0,0.0,0.666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1558,0061N00000VboH3QAJ,6942684,0.650793650794,1.0,0.125,0.0218579234973,0.0218579234973,0.077507,0.0,0.0,0.0,0.0,0.487702943187,0.315853261918,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1559,0061N00000VboH4QAJ,8208550,0.142857142857,1.0,0.25,0.120218579235,0.0546448087432,0.077641,0.0,0.0,0.25,0.0,0.067440867752,0.319721291061,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1560,0061N00000VboH5QAJ,7721394,0.142857142857,0.0,0.0625,0.213114754098,0.213114754098,0.076,0.0,0.0,0.0,0.0,0.0,0.69314718056,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1561,0061N00000VboH6QAJ,7527129,0.492063492063,1.0,0.0625,0.0109289617486,0.0109289617486,0.02295,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1562,0061N00000VboH7QAJ,6024184,0.18253968254,1.0,0.125,0.016393442623,0.016393442623,0.04,0.5,0.75,0.0,0.0,0.69314718056,0.0,0.333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1563,0061N00000VboH8QAJ,8089697,0.31746031746,1.0,0.125,0.0218579234973,0.0218579234973,0.53,0.0,0.0,0.5,0.0,0.287681822452,0.510825823766,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1564,0061N00000VboH9QAJ,6088456,0.0952380952381,0.0,0.3125,0.371584699454,0.371584699454,0.095,0.0,1.0,0.0,0.46689191789,0.0,0.340016662003,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1565,0061N00000VboHAQAZ,9478968,0.0,0.0,0.0625,0.120218579235,0.120218579235,0.2,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1566,0061N00000VboHBQAZ,8261815,0.269841269841,1.0,0.0625,0.016393442623,0.016393442623,0.015665,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1567,0061N00000VboHCQAZ,9823876,0.015873015873,0.0,0.0625,0.0491803278689,0.0491803278689,0.01,0.0,0.0,0.0,0.0,0.69314718056,0.0,0.166666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1568,0061N00000VboHDQAZ,9933255,0.0,0.0,0.0625,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1569,0061N00000VboHEQAZ,7106000,0.603174603175,1.0,0.1875,0.0218579234973,0.0218579234973,0.0015,0.0,0.0,0.0,0.0,0.115069134133,0.549107627238,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1570,0061N00000VboHFQAZ,9559064,0.0952380952381,1.0,0.0625,0.0327868852459,0.0327868852459,1.7e-05,0.0,0.0,0.0,0.69314718056,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1571,0061N00000VboHGQAZ,6012375,0.190476190476,1.0,0.1875,0.0273224043716,0.0273224043716,0.0135,0.75,0.5,0.0,0.0,0.448024472527,0.361013618265,0.166666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1572,0061N00000VboHHQAZ,5752035,0.706349206349,0.0,0.125,0.245901639344,0.245901639344,0.06,0.0,0.0,0.0,0.0,0.209839442831,0.569011509576,0.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1573,0061N00000VboHIQAZ,6625740,0.595238095238,1.0,0.25,0.125683060109,0.125683060109,0.05,0.0,1.0,0.0,0.0,0.617723497084,0.135665738287,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
