Random Num,NF_Opportunity,Close Date,Opportunity Name,NF_Subgroup,NF_Group,NF_Region,NF_Route,NF_Stage_Duration,Stage,NF_Stage_Change_Count,NF_Days_Through_Closing,NF_Days_Through_Qualified,Amount,NF_Client_Rev_Mil,NF_Client_Size_Employee,NF_Rev_T24M_Category,Main Compeitor(s),NF_Ratio_Identified_To_Total_Days,NF_Ratio_Validated_To_Total_Days,NF_Ratio_Qualified_To_Total_Days,NF_Deal_Size_Category
1381,1,1/1/2018,6360403,Batteries & Accessories,Car Accessories,Pacific,Reseller,24,Closed Won,3,6,6,69756,3,3,0,Unknown,0,1,0,4
1383,1,1/1/2018,9496231,Performance Parts,Performance & Non-auto,Pacific,Fields Sales,18,Closed Lost,2,3,3,0,1,1,0,Unknown,0,1,0,1
1383,1,1/1/2018,7356908,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,16,Closed Lost,3,54,54,150000,5,1,0,Known,0.348794,0.651206,0,5
1383,1,1/1/2018,6541494,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,91,Closed Won,2,10,0,20000,3,3,1,Known,0,0,0,2
1384,1,1/1/2018,7959565,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,39,Closed Lost,2,9,9,50000,1,1,0,Unknown,1,0,0,4
1384,1,1/1/2018,6570018,Exterior Accessories,Car Accessories,Southwest,Reseller,95,Closed Won,4,6,5,15278,3,4,0,Known,0,0.180328,0.639344,2
1385,1,1/1/2018,7959340,Interior Accessories,Car Accessories,Northwest,Fields Sales,37,Closed Won,3,11,11,66000,1,1,3,Unknown,0,0.119266,0.880734,4
1389,1,1/1/2018,9727068,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,13,Closed Lost,1,0,0,5026,1,1,0,Unknown,0,0,0,1
1389,1,1/1/2018,9659162,Replacement Parts,Car Accessories,Southeast,Fields Sales,10,Closed Lost,2,5,5,230000,1,1,0,Unknown,1,0,0,5
1389,1,1/1/2018,8076742,Garage & Car Care,Car Accessories,Northwest,Reseller,42,Closed Lost,2,2,2,23684,1,1,0,Unknown,0,1,0,2
1390,1,1/1/2018,6522398,Interior Accessories,Car Accessories,Northeast,Fields Sales,81,Closed Lost,4,21,21,100000,3,1,2,Unknown,0.146226,0.061321,0.792453,5
1392,1,1/1/2018,9443401,Replacement Parts,Car Accessories,Mid-Atlantic,Reseller,0,Closed Lost,2,23,23,10000,1,1,0,None,0,1,0,2
1392,1,1/1/2018,5852689,Interior Accessories,Car Accessories,Southeast,Fields Sales,58,Closed Won,6,72,72,134000,5,4,0,Unknown,0.719834,0.184466,0.0957,5
1393,1,1/1/2018,7652281,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,16,Closed Lost,2,42,42,250000,1,1,0,Unknown,1,0,0,6
1393,1,1/1/2018,6176884,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Fields Sales,45,Closed Won,5,25,25,80000,1,5,0,Unknown,0.003968,0.416667,0.579365,4
1397,1,1/1/2018,7847929,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,32,Closed Lost,2,19,19,200000,1,1,0,Unknown,1,0,0,5
1400,1,1/1/2018,6896632,Garage & Car Care,Car Accessories,Midwest,Fields Sales,43,Closed Won,5,11,11,19444,1,5,0,Known,0.063063,0.063063,0.873874,2
1401,1,1/1/2018,8178946,Garage & Car Care,Car Accessories,Northwest,Other,25,Closed Lost,2,16,16,100001,1,1,0,Unknown,1,0,0,5
1403,1,1/1/2018,6687758,Towing & Hitches,Car Accessories,Midwest,Fields Sales,43,Closed Won,3,4,4,25000,3,4,0,Known,0,0,1,3
1403,1,1/1/2018,9651503,Batteries & Accessories,Car Accessories,Pacific,Reseller,0,Closed Won,5,16,16,32400,1,1,1,None,0.839744,0.019231,0.141026,3
1404,1,1/1/2018,8199241,Shelters & RV,Performance & Non-auto,Southwest,Reseller,16,Closed Lost,4,23,23,50000,1,1,3,Unknown,0,0.00431,0.99569,4
1404,1,1/1/2018,9626048,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,16,Closed Won,1,0,0,24391,1,1,2,None,0,0,0,2
1406,1,1/1/2018,5955003,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,119,Closed Won,3,6,6,63000,5,5,0,Unknown,0,0.063492,0.936508,4
1407,1,1/1/2018,7117293,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,54,Closed Won,4,26,24,150000,5,5,3,Known,0,0.381323,0.540856,5
1409,1,1/1/2018,6896202,Batteries & Accessories,Car Accessories,Northeast,Reseller,41,Closed Won,5,9,9,850,1,3,0,None,0.191011,0.808989,0,1
1410,1,1/1/2018,8333973,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,17,Closed Lost,3,18,18,15000,1,1,0,Unknown,0.122905,0.877095,0,2
1411,1,1/1/2018,9448462,Performance Parts,Performance & Non-auto,Southeast,Fields Sales,0,Closed Won,6,23,23,32868,1,1,0,Unknown,0.173913,0.352174,0.473913,3
1412,1,1/1/2018,7194695,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,50,Closed Won,4,21,21,150000,1,1,0,None,0.975728,0,0.024272,5
1412,1,1/1/2018,5955675,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,23,Closed Won,6,4,4,52906,4,3,0,Unknown,0,0.162791,0.744186,4
1412,1,1/1/2018,6848249,Batteries & Accessories,Car Accessories,Southwest,Fields Sales,47,Closed Won,7,25,25,0,1,5,0,Unknown,0.64257,0.168675,0.172691,1
1417,1,1/1/2018,9726423,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,6,Closed Won,3,7,7,33810,1,1,0,Unknown,0,0.014085,0.985915,3
1420,1,1/1/2018,9508812,Shelters & RV,Performance & Non-auto,Midwest,Telesales,17,Closed Lost,2,4,4,30000,1,1,0,Unknown,0,1,0,3
1420,1,1/1/2018,5691918,Garage & Car Care,Car Accessories,Midwest,Fields Sales,44,Closed Lost,4,88,88,150000,5,4,0,Known,0.007928,0.992072,0,5
1423,1,1/1/2018,7047379,Towing & Hitches,Car Accessories,Pacific,Fields Sales,44,Closed Lost,3,38,38,697500,5,4,0,None,0.574413,0.425587,0,7
1424,1,1/1/2018,8299740,Exterior Accessories,Car Accessories,Southwest,Reseller,10,Closed Lost,5,25,25,2000,1,1,0,Unknown,0.020161,0.979839,0,1
1425,1,1/1/2018,8240447,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,26,Closed Lost,2,12,12,600000,1,1,0,Known,0,1,0,7
1427,1,1/1/2018,8275283,Garage & Car Care,Car Accessories,Midwest,Fields Sales,37,Closed Won,1,0,0,28001,1,1,4,Known,0,0,0,3
1428,1,1/1/2018,8064685,Towing & Hitches,Car Accessories,Midwest,Reseller,4,Closed Lost,2,41,41,73619,1,1,0,None,0,1,0,4
1432,1,1/1/2018,8437607,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,16,Closed Lost,3,14,14,130000,1,1,0,Unknown,0,1,0,5
1433,1,1/1/2018,7983869,Garage & Car Care,Car Accessories,Southeast,Reseller,35,Closed Lost,2,13,13,25000,1,1,0,Unknown,0,1,0,3
1434,1,1/1/2018,6982457,Motorcycle Parts,Performance & Non-auto,Northwest,Fields Sales,77,Closed Lost,3,8,8,200000,1,3,0,Known,0.039474,0.960526,0,5
1434,1,1/1/2018,10063507,Exterior Accessories,Car Accessories,Southwest,Fields Sales,0,Closed Won,2,1,1,31000,1,1,0,Unknown,0,0,1,3
1435,1,1/1/2018,7521067,Towing & Hitches,Car Accessories,Northwest,Fields Sales,43,Closed Lost,3,21,21,130000,4,5,0,Unknown,0,0.234742,0.765258,5
1435,1,1/1/2018,8311848,Exterior Accessories,Car Accessories,Pacific,Reseller,0,Closed Lost,6,29,29,77507,1,1,0,Unknown,0,1,0,4
1435,1,1/1/2018,6701445,Replacement Parts,Car Accessories,Mid-Atlantic,Reseller,23,Closed Won,2,0,0,7600,1,1,0,Unknown,0,0,0,1
1437,1,1/1/2018,7103095,Towing & Hitches,Car Accessories,Pacific,Fields Sales,79,Closed Lost,2,1,1,250000,4,1,0,Unknown,1,0,0,6
1438,1,1/1/2018,6417381,Exterior Accessories,Car Accessories,Pacific,Fields Sales,74,Closed Lost,4,33,33,0,4,1,0,Unknown,0.05988,0.194611,0.745509,1
1439,1,1/1/2018,6683018,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,89,Closed Lost,3,7,2,10297,5,1,0,Known,0,0,0.235294,2
1440,1,1/1/2018,6298402,Exterior Accessories,Car Accessories,Southeast,Reseller,89,Closed Lost,2,23,23,18000,1,1,0,Unknown,0,1,0,2
1441,1,1/1/2018,7343909,Shelters & RV,Performance & Non-auto,Midwest,Reseller,66,Closed Lost,2,5,5,20000,3,4,0,Known,0,1,0,2
1442,1,1/1/2018,7692637,Garage & Car Care,Car Accessories,Midwest,Reseller,57,Closed Won,1,0,0,9174,1,1,0,Unknown,0,0,0,1
1443,1,1/1/2018,7963690,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,47,Closed Lost,2,0,0,60000,1,1,0,Unknown,0,0,0,4
1444,1,1/1/2018,7084072,Garage & Car Care,Car Accessories,Midwest,Reseller,81,Closed Lost,1,0,0,10000,1,1,0,Unknown,0,0,0,2
1444,1,1/1/2018,8334217,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,34,Closed Won,3,2,2,14000,1,1,0,Unknown,0,0.066667,0.933333,2
1448,1,1/1/2018,6444257,Shelters & RV,Performance & Non-auto,Midwest,Reseller,24,Closed Won,4,3,1,8460,4,4,0,Unknown,0,0.518519,0,1
1450,1,1/1/2018,6915706,Garage & Car Care,Car Accessories,Pacific,Other,86,Closed Lost,2,1,1,116261,1,1,0,Known,0,1,0,5
1450,1,1/1/2018,6995371,Interior Accessories,Car Accessories,Pacific,Other,75,Closed Won,3,9,9,6203,1,1,0,Unknown,0,0.054945,0.945055,1
1455,1,1/1/2018,7185448,Performance Parts,Performance & Non-auto,Southeast,Fields Sales,52,Closed Lost,2,25,25,60000,3,2,0,Unknown,1,0,0,4
1455,1,1/1/2018,7011410,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,46,Closed Won,3,37,37,104134,1,1,0,Unknown,0.959786,0,0.040214,5
1458,1,1/1/2018,6111893,Replacement Parts,Car Accessories,Pacific,Reseller,23,Closed Won,2,0,0,10851,1,1,0,Unknown,0,0,0,2
1459,1,1/1/2018,6540837,Shelters & RV,Performance & Non-auto,Pacific,Reseller,89,Closed Lost,2,13,13,40000,1,1,0,Unknown,0,1,0,3
1459,1,1/1/2018,8057314,Replacement Parts,Car Accessories,Pacific,Fields Sales,34,Closed Lost,5,10,10,15100,1,1,0,None,0.376238,0.128713,0.49505,2
1460,1,1/1/2018,6827567,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,86,Closed Lost,2,4,4,75000,4,1,0,Unknown,0,1,0,4
1461,1,1/1/2018,7033966,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,82,Closed Lost,2,1,1,250000,1,1,2,Known,1,0,0,6
1461,1,1/1/2018,6448083,Exterior Accessories,Car Accessories,Midwest,Fields Sales,37,Closed Lost,6,69,69,101000,4,3,0,Unknown,0.113869,0.591241,0.294891,5
1461,1,1/1/2018,7823775,Exterior Accessories,Car Accessories,Pacific,Reseller,35,Closed Lost,3,17,17,124011,1,1,0,Unknown,0,1,0,5
1461,1,1/1/2018,7278677,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,71,Closed Won,2,3,0,28409,3,4,0,Known,0,0,0,3
1462,1,1/1/2018,7481976,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Fields Sales,18,Closed Won,4,48,46,0,3,4,4,Known,0,0.233684,0.726316,1
1465,1,1/1/2018,7319295,Garage & Car Care,Car Accessories,Midwest,Fields Sales,49,Closed Won,5,17,17,69628,1,1,3,Unknown,0.824242,0.024242,0.151515,4
1465,1,1/1/2018,8424891,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,3,Closed Won,3,28,28,50000,1,1,1,Unknown,0,0.003559,0.996441,4
1465,1,1/1/2018,7717659,Exterior Accessories,Car Accessories,Southeast,Fields Sales,45,Closed Won,3,2,2,12000,1,1,0,None,0,0,1,2
1466,1,1/1/2018,8448402,Replacement Parts,Car Accessories,Midwest,Reseller,27,Closed Won,4,3,3,6610,1,1,0,Unknown,0,1,0,1
1469,1,1/1/2018,6481583,Exterior Accessories,Car Accessories,Pacific,Reseller,24,Closed Won,3,2,2,12401,1,1,0,Unknown,0,1,0,2
1470,1,1/1/2018,9555775,Replacement Parts,Car Accessories,Northeast,Fields Sales,14,Closed Won,2,5,5,13000,1,1,3,Unknown,1,0,0,2
1470,1,1/1/2018,7007983,Exterior Accessories,Car Accessories,Pacific,Fields Sales,64,Closed Won,3,19,19,106092,1,1,0,Unknown,0,0.984456,0,5
1470,1,1/1/2018,6896595,Exterior Accessories,Car Accessories,Midwest,Fields Sales,81,Closed Won,3,5,0,25000,1,5,0,Known,0,0,0,3
1474,1,1/1/2018,6770074,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,60,Closed Lost,3,33,33,25000,4,5,0,Unknown,0,0.45092,0.54908,3
1474,1,1/1/2018,7116889,Motorcycle Parts,Performance & Non-auto,Pacific,Other,64,Closed Won,4,16,14,110009,1,1,0,Unknown,0.132911,0.740506,0,5
1476,1,1/1/2018,7157457,Replacement Parts,Car Accessories,Southwest,Reseller,78,Closed Lost,2,0,0,30000,1,1,0,Unknown,0,0,0,3
1477,1,1/1/2018,9408878,Garage & Car Care,Car Accessories,Pacific,Telesales,23,Closed Lost,3,2,2,500,1,1,0,Unknown,0,0.333333,0.666667,1
1477,1,1/1/2018,7243011,Replacement Parts,Car Accessories,Northwest,Reseller,55,Closed Won,6,19,18,407894,1,1,3,Unknown,0.588235,0.122995,0.224599,6
1478,1,1/1/2018,8547744,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,16,Closed Lost,2,11,11,200000,1,1,0,Unknown,1,0,0,5
1479,1,1/1/2018,7510513,Exterior Accessories,Car Accessories,Southwest,Reseller,30,Closed Lost,3,18,18,23250,1,1,0,Known,0,0,1,2
1479,1,1/1/2018,6844323,Motorcycle Parts,Performance & Non-auto,Southeast,Reseller,72,Closed Lost,4,17,4,50000,1,1,0,Unknown,0.166667,0.083333,0,4
1479,1,1/1/2018,6358250,Interior Accessories,Car Accessories,Southwest,Fields Sales,74,Closed Won,5,9,8,75000,1,1,0,Known,0,0.066667,0.8,4
1481,1,1/1/2018,8315473,Shelters & RV,Performance & Non-auto,Northeast,Reseller,36,Closed Won,1,0,0,385000,1,1,0,Unknown,0,0,0,6
1484,1,1/1/2018,6515156,Exterior Accessories,Car Accessories,Northeast,Fields Sales,86,Closed Lost,2,17,17,60000,1,1,0,Known,0,0,1,4
1484,1,1/1/2018,7815362,Garage & Car Care,Car Accessories,Pacific,Telesales,46,Closed Won,3,6,6,40000,1,1,0,None,0,0.714286,0.285714,3
1486,1,1/1/2018,9789675,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,9,Closed Won,3,2,0,5622,1,1,1,Unknown,0,0.15,0,1
1488,1,1/1/2018,6986705,Replacement Parts,Car Accessories,Midwest,Reseller,34,Closed Won,8,49,49,305397,3,3,0,Unknown,0.075051,0.68357,0.241379,6
1489,1,1/1/2018,6936886,Garage & Car Care,Car Accessories,Northeast,Reseller,76,Closed Won,5,5,5,64279,3,2,0,Known,0.074074,0,0.907407,4
1490,1,1/1/2018,7979663,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,16,Closed Lost,4,31,31,20000,1,1,0,Unknown,0,0.299674,0.700326,2
1491,1,1/1/2018,6673668,Exterior Accessories,Car Accessories,Northwest,Fields Sales,64,Closed Lost,3,33,33,100000,1,4,0,Unknown,0,0.464832,0.535168,5
1492,1,1/1/2018,6669409,Motorcycle Parts,Performance & Non-auto,Northeast,Reseller,41,Closed Won,2,0,0,89827,3,1,0,Unknown,0,0,0,4
1493,1,1/1/2018,7896487,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,41,Closed Won,2,9,9,8250,1,1,0,Unknown,0,1,0,1
1494,1,1/1/2018,6608026,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Fields Sales,90,Closed Won,3,10,10,20000,4,5,1,Known,0,0.051546,0.948454,2
1495,1,1/1/2018,6827465,Batteries & Accessories,Car Accessories,Southwest,Reseller,48,Closed Lost,3,42,42,150000,4,1,0,Unknown,0,0.002381,0.997619,5
1495,1,1/1/2018,9521041,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,7,Closed Lost,2,13,13,150000,1,1,0,Unknown,0,1,0,5
1495,1,1/1/2018,9829536,Replacement Parts,Car Accessories,Pacific,Fields Sales,5,Closed Lost,2,5,5,21000,1,1,0,Unknown,0,1,0,2
1495,1,1/1/2018,7247062,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,57,Closed Won,3,18,18,108510,2,3,1,Known,0,0.683616,0.316384,5
1496,1,1/1/2018,6766807,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,65,Closed Lost,2,28,28,50000,1,5,0,Unknown,0,1,0,4
1497,1,1/1/2018,9817698,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,7,Closed Won,2,4,0,12454,1,1,2,Unknown,0,0,0,2
1498,1,1/1/2018,8478458,Shelters & RV,Performance & Non-auto,Northeast,Fields Sales,14,Closed Lost,3,15,15,150000,1,1,0,Unknown,0.013605,0.986395,0,5
1498,1,1/1/2018,7746767,Interior Accessories,Car Accessories,Southwest,Reseller,14,Closed Lost,4,41,41,80000,1,1,0,Unknown,0,1,0,4
1500,1,1/1/2018,5167288,Shelters & RV,Performance & Non-auto,Southwest,Fields Sales,63,Closed Lost,5,97,97,400000,3,2,0,Unknown,0.050777,0.728497,0.220725,6
1500,1,1/1/2018,7868049,Exterior Accessories,Car Accessories,Northwest,Fields Sales,44,Closed Lost,3,6,6,60241,1,1,0,Unknown,0.57377,0.42623,0,4
1500,1,1/1/2018,7622177,Exterior Accessories,Car Accessories,Northeast,Reseller,41,Closed Won,3,4,4,20000,1,1,0,Known,0,1,0,2
1501,1,1/1/2018,9534719,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,11,Closed Lost,2,9,9,50000,1,1,0,Unknown,1,0,0,4
1501,1,1/1/2018,5748649,Replacement Parts,Car Accessories,Pacific,Fields Sales,111,Closed Won,3,24,20,125000,1,1,3,Unknown,0,0,0.819328,5
1502,1,1/1/2018,7258352,Replacement Parts,Car Accessories,Northeast,Fields Sales,64,Closed Lost,2,11,11,200000,1,1,0,Unknown,1,0,0,5
1502,1,1/1/2018,9745300,Replacement Parts,Car Accessories,Midwest,Reseller,10,Closed Won,2,3,3,9170,1,1,0,Unknown,0,1,0,1
1503,1,1/1/2018,6770032,Exterior Accessories,Car Accessories,Northwest,Reseller,91,Closed Won,3,2,2,15789,1,1,4,Unknown,0,0.055556,0.944444,2
1504,1,1/1/2018,6924322,Replacement Parts,Car Accessories,Pacific,Other,80,Closed Lost,2,7,7,25000,1,4,0,None,0,1,0,3
1505,1,1/1/2018,7208750,Exterior Accessories,Car Accessories,Southwest,Reseller,72,Closed Won,4,2,2,0,2,1,0,Known,0,0,1,1
1505,1,1/1/2018,6710618,Exterior Accessories,Car Accessories,Pacific,Fields Sales,91,Closed Won,2,4,0,51000,3,5,0,Known,0,0,0,4
1505,1,1/1/2018,6372839,Replacement Parts,Car Accessories,Pacific,Reseller,24,Closed Won,2,0,0,379786,1,1,0,Unknown,0,0,0,6
1505,1,1/1/2018,7792125,Tires & Wheels,Tires & Wheels,Southeast,Fields Sales,43,Closed Won,3,2,0,119141,1,1,0,Unknown,0,0,0,5
1506,1,1/1/2018,7499296,Garage & Car Care,Car Accessories,Northeast,Fields Sales,61,Closed Lost,2,3,3,250000,4,5,0,Known,0,1,0,6
1507,1,1/1/2018,7840101,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,39,Closed Lost,2,13,13,200000,1,1,0,Unknown,1,0,0,5
1508,1,1/1/2018,7576130,Garage & Car Care,Car Accessories,Midwest,Reseller,62,Closed Won,1,0,0,4478,1,1,0,Unknown,0,0,0,1
1509,1,1/1/2018,7847776,Replacement Parts,Car Accessories,Southwest,Reseller,33,Closed Lost,2,19,19,6000,1,1,0,Unknown,0,0,1,1
1509,1,1/1/2018,5980788,Garage & Car Care,Car Accessories,Midwest,Reseller,24,Closed Won,5,5,5,3000,4,5,0,Known,0,0.688889,0.311111,1
1509,1,1/1/2018,6760128,Garage & Car Care,Car Accessories,Northwest,Reseller,73,Closed Won,2,21,21,5289,2,1,0,Unknown,0,1,0,1
1509,1,1/1/2018,8261344,Replacement Parts,Car Accessories,Southeast,Reseller,35,Closed Won,2,3,3,10000,1,1,0,Unknown,0,0,1,2
1510,1,1/1/2018,7953195,Batteries & Accessories,Car Accessories,Pacific,Reseller,18,Closed Lost,2,30,30,29762,1,1,0,Unknown,0,1,0,3
1511,1,1/1/2018,6892676,Garage & Car Care,Car Accessories,Mid-Atlantic,Fields Sales,83,Closed Lost,3,5,5,267120,1,1,0,Known,0,0.086957,0.913043,6
1511,1,1/1/2018,8187009,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,20,Closed Lost,4,3,3,20000,1,1,0,Unknown,0.758621,0.241379,0,2
1511,1,1/1/2018,6882691,Shelters & RV,Performance & Non-auto,Southwest,Reseller,83,Closed Lost,2,5,5,15000,1,5,0,Unknown,0,1,0,2
1511,1,1/1/2018,9919137,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Fields Sales,0,Closed Won,2,6,6,40000,1,1,1,Unknown,0,1,0,3
1511,1,1/1/2018,9833500,Performance Parts,Performance & Non-auto,Mid-Atlantic,Fields Sales,9,Closed Won,3,1,0,25000,1,1,0,Unknown,0,0,0.8,3
1511,1,1/1/2018,7808310,Exterior Accessories,Car Accessories,Midwest,Fields Sales,19,Closed Won,3,34,34,0,1,1,4,Unknown,0.330383,0.669617,0,1
1514,1,1/1/2018,8194231,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,5,Closed Lost,2,35,35,210000,1,1,0,Unknown,1,0,0,5
1514,1,1/1/2018,7109672,Garage & Car Care,Car Accessories,Midwest,Reseller,80,Closed Won,1,0,0,101844,3,5,0,Unknown,0,0,0,5
1516,1,1/1/2018,7157655,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,68,Closed Won,4,10,10,5616,3,4,2,Known,0.520408,0.479592,0,1
1517,1,1/1/2018,8378435,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,5,Closed Lost,4,28,28,145013,1,1,0,None,0.597865,0.402135,0,5
1520,1,1/1/2018,6416672,Replacement Parts,Car Accessories,Midwest,Reseller,98,Closed Won,2,10,10,16000,1,1,0,Unknown,0,1,0,2
1521,1,1/1/2018,6874462,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,88,Closed Lost,2,0,0,9000,5,1,0,Unknown,0,0,0,1
1525,1,1/1/2018,9546128,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,10,Closed Won,4,9,9,2684,1,1,0,Unknown,0,0.924731,0.064516,1
1526,1,1/1/2018,8405065,Batteries & Accessories,Car Accessories,Northwest,Reseller,13,Closed Lost,3,19,19,100053,1,1,0,None,0.492228,0,0.507772,5
1526,1,1/1/2018,9638655,Interior Accessories,Car Accessories,Pacific,Fields Sales,11,Closed Lost,2,6,6,155014,1,1,0,Unknown,1,0,0,5
1527,1,1/1/2018,7102293,Exterior Accessories,Car Accessories,Pacific,Fields Sales,64,Closed Lost,3,17,17,50000,1,1,0,Known,0.359281,0.640719,0,4
1529,1,1/1/2018,8104551,Exterior Accessories,Car Accessories,Northwest,Reseller,37,Closed Won,3,6,6,197368,1,1,2,Unknown,0,0.016129,0.983871,5
1531,1,1/1/2018,8191302,Garage & Car Care,Car Accessories,Mid-Atlantic,Fields Sales,34,Closed Lost,3,6,6,0,1,1,0,Known,0,0.327869,0.672131,1
1534,1,1/1/2018,7188347,Interior Accessories,Car Accessories,Pacific,Telecoverage,63,Closed Lost,4,14,14,50000,1,5,0,Unknown,0.842857,0.157143,0,4
1534,1,1/1/2018,6948915,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,84,Closed Lost,2,2,2,100000,1,1,0,Known,0,1,0,5
1535,1,1/1/2018,1692390,Shelters & RV,Performance & Non-auto,Pacific,Reseller,89,Closed Lost,3,114,0,232522,5,1,0,Unknown,0,0.000877,0,5
1535,1,1/1/2018,8270516,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,20,Closed Lost,3,17,17,139534,1,1,0,Unknown,0,0.005747,0.994253,5
1536,1,1/1/2018,7835492,Motorcycle Parts,Performance & Non-auto,Mid-Atlantic,Reseller,47,Closed Won,2,4,4,3800,1,1,0,Known,0,1,0,1
1536,1,1/1/2018,8375811,Exterior Accessories,Car Accessories,Mid-Atlantic,Reseller,27,Closed Won,2,7,7,6732,1,1,0,Unknown,0,1,0,1
1538,1,1/1/2018,6741259,Garage & Car Care,Car Accessories,Midwest,Reseller,94,Closed Won,1,0,0,25000,1,1,0,Unknown,0,0,0,3
1541,1,1/1/2018,7507246,Motorcycle Parts,Performance & Non-auto,Northwest,Fields Sales,56,Closed Lost,2,8,8,11627,3,3,0,Unknown,1,0,0,2
1543,1,1/1/2018,7608474,Shelters & RV,Performance & Non-auto,Northeast,Reseller,26,Closed Lost,4,11,11,10000,1,1,0,Unknown,0,1,0,2
1543,1,1/1/2018,8327723,Batteries & Accessories,Car Accessories,Southeast,Fields Sales,29,Closed Lost,2,6,6,100000,1,1,0,Unknown,1,0,0,5
1543,1,1/1/2018,9468639,Shelters & RV,Performance & Non-auto,Mid-Atlantic,Reseller,20,Closed Won,2,3,3,45962,1,1,0,Unknown,0,1,0,3
1544,1,1/1/2018,7686983,Shelters & RV,Performance & Non-auto,Northwest,Reseller,31,Closed Lost,4,26,24,481927,1,1,0,Unknown,0,0,0.931034,6
1545,1,1/1/2018,6514654,Garage & Car Care,Car Accessories,Midwest,Reseller,67,Closed Lost,4,33,33,4620,2,1,0,Unknown,0,1,0,1
1545,1,1/1/2018,8345617,Shelters & RV,Performance & Non-auto,Pacific,Reseller,13,Closed Won,5,21,21,77507,1,1,0,Unknown,0,0.009479,0.990521,4
1546,1,1/1/2018,5786799,Motorcycle Parts,Performance & Non-auto,Southwest,Reseller,62,Closed Lost,6,71,71,35000,1,1,0,Unknown,0,0.635461,0.364539,3
1549,1,1/1/2018,9524626,Garage & Car Care,Car Accessories,Mid-Atlantic,Reseller,2,Closed Lost,2,18,18,55000,1,1,0,Unknown,0,1,0,4
1549,1,1/1/2018,8096852,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,37,Closed Won,2,7,7,145016,1,1,0,Unknown,0,1,0,5
1550,1,1/1/2018,7435336,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,65,Closed Lost,2,2,2,1162,5,3,0,Unknown,1,0,0,1
1551,1,1/1/2018,6883082,Garage & Car Care,Car Accessories,Midwest,Reseller,72,Closed Won,2,16,16,10000,1,1,0,Unknown,0,1,0,2
1552,1,1/1/2018,6570174,Motorcycle Parts,Performance & Non-auto,Southeast,Fields Sales,89,Closed Lost,3,12,12,100000,4,4,0,Known,0.060345,0.939655,0,5
1554,1,1/1/2018,6905044,Shelters & RV,Performance & Non-auto,Pacific,Reseller,51,Closed Lost,7,21,21,0,1,1,0,Unknown,0.009662,0.990338,0,1
1554,1,1/1/2018,5694162,Performance Parts,Performance & Non-auto,Northwest,Reseller,88,Closed Lost,5,47,47,30263,1,1,0,Known,0,1,0,3
